Date,Value
2017-03-07,3.8894
2017-03-06,3.9328
2017-03-03,3.9388
2017-03-02,3.8972
2017-03-01,3.8438
2017-02-28,3.8391
2017-02-27,3.81
2017-02-24,3.7991
2017-02-23,3.7757
2017-02-22,3.7871
2017-02-21,3.8213
2017-02-20,3.8481
2017-02-17,3.9117
2017-02-16,3.9036
2017-02-15,3.8662
2017-02-14,3.878
2017-02-13,3.9177
2017-02-10,3.9173
2017-02-09,3.9486
2017-02-08,3.9709
2017-02-07,3.9785
2017-02-06,3.9404
2017-02-03,4.0118
2017-02-02,4.0387
2017-02-01,4.0581
2017-01-31,4.0632
2017-01-30,4.0561
2017-01-27,4.1416
2017-01-26,4.1361
2017-01-25,4.1082
2017-01-24,4.0465
2017-01-23,4.0574
2017-01-20,4.0665
2017-01-19,4.0747
2017-01-18,4.0371
2017-01-17,4.056
2017-01-16,4.0056
2017-01-13,4.0387
2017-01-12,4.0319
2017-01-11,4.0747
2017-01-10,3.9912
2017-01-09,3.921
2017-01-06,3.8305
2017-01-05,3.802
2017-01-04,3.7387
2017-01-03,3.7261
2017-01-02,3.7084
2016-12-30,3.7072
2016-12-29,3.6926
2016-12-28,3.6882
2016-12-27,3.6777
2016-12-23,3.6674
2016-12-22,3.6682
2016-12-21,3.6607
2016-12-20,3.6471
2016-12-19,3.6532
2016-12-16,3.6601
2016-12-15,3.684
2016-12-14,3.7125
2016-12-13,3.6953
2016-12-12,3.7269
2016-12-09,3.6707
2016-12-08,3.6676
2016-12-07,3.6683
2016-12-06,3.7202
2016-12-05,3.7794
2016-12-02,3.7747
2016-12-01,3.7032
2016-11-30,3.6372
2016-11-29,3.6267
2016-11-28,3.6282
2016-11-25,3.6523
2016-11-24,3.6136
2016-11-23,3.5944
2016-11-22,3.5717
2016-11-21,3.5757
2016-11-18,3.5798
2016-11-17,3.5712
2016-11-16,3.5541
2016-11-15,3.5307
2016-11-14,3.5478
2016-11-11,3.5471
2016-11-10,3.528
2016-11-09,3.5215
2016-11-08,3.4993
2016-11-07,3.5068
2016-11-04,3.493
2016-11-03,3.4431
2016-11-02,3.458
2016-11-01,3.4195
2016-10-31,3.3965
2016-10-28,3.4058
2016-10-27,3.3845
2016-10-26,3.3702
2016-10-25,3.3407
2016-10-24,3.3501
2016-10-21,3.3527
2016-10-20,3.3606
2016-10-19,3.3724
2016-10-18,3.4078
2016-10-17,3.4017
2016-10-14,3.3969
2016-10-13,3.4196
2016-10-12,3.4039
2016-10-11,3.4139
2016-10-10,3.4268
2016-10-07,3.3985
2016-10-06,3.4141
2016-10-05,3.4235
2016-10-04,3.3883
2016-10-03,3.3861
2016-09-30,3.3576
2016-09-29,3.3661
2016-09-28,3.3438
2016-09-27,3.3424
2016-09-26,3.3563
2016-09-23,3.3059
2016-09-22,3.3153
2016-09-21,3.3168
2016-09-20,3.3275
2016-09-19,3.3243
2016-09-16,3.3384
2016-09-15,3.3484
2016-09-14,3.347
2016-09-13,3.3505
2016-09-12,3.3473
2016-09-09,3.344
2016-09-08,3.3179
2016-09-07,3.2939
2016-09-06,3.2821
2016-09-05,3.2872
2016-09-02,3.3125
2016-09-01,3.3003
2016-08-31,3.2931
2016-08-30,3.2977
2016-08-29,3.3048
2016-08-26,3.316
2016-08-25,3.3219
2016-08-24,3.329
2016-08-23,3.3247
2016-08-22,3.3266
2016-08-19,3.3262
2016-08-18,3.3205
2016-08-17,3.3086
2016-08-16,3.3045
2016-08-15,3.3007
2016-08-12,3.2998
2016-08-11,3.305
2016-08-10,3.303
2016-08-09,3.3015
2016-08-08,3.3082
2016-08-05,3.3471
2016-08-04,3.3664
2016-08-03,3.3742
2016-08-02,3.3512
2016-08-01,3.3424
2016-07-29,3.3523
2016-07-28,3.3491
2016-07-27,3.3422
2016-07-26,3.3508
2016-07-25,3.3277
2016-07-22,3.356
2016-07-21,3.3841
2016-07-20,3.3463
2016-07-19,3.2878
2016-07-18,3.268
2016-07-15,3.2125
2016-07-14,3.2223
2016-07-13,3.2047
2016-07-12,3.2028
2016-07-11,3.2027
2016-07-08,3.2402
2016-07-07,3.2468
2016-07-06,3.2628
2016-07-05,3.255
2016-07-04,3.2284
2016-07-01,3.2077
2016-06-30,3.206
2016-06-29,3.2157
2016-06-28,3.2201
2016-06-27,3.2386
2016-06-24,3.2457
2016-06-23,3.2692
2016-06-22,3.275
2016-06-21,3.2791
2016-06-20,3.2821
2016-06-17,3.2988
2016-06-16,3.2804
2016-06-15,3.2905
2016-06-14,3.2886
2016-06-13,3.2939
2016-06-10,3.2994
2016-06-09,3.285
2016-06-08,3.2799
2016-06-07,3.2897
2016-06-06,3.3014
2016-06-03,3.2902
2016-06-02,3.2973
2016-06-01,3.2938
2016-05-31,3.2927
2016-05-30,3.2932
2016-05-27,3.2928
2016-05-26,3.2744
2016-05-25,3.2884
2016-05-24,3.3035
2016-05-23,3.3495
2016-05-20,3.3476
2016-05-19,3.3527
2016-05-18,3.3659
2016-05-17,3.3575
2016-05-16,3.376
2016-05-13,3.3639
2016-05-12,3.3569
2016-05-11,3.3801
2016-05-10,3.345
2016-05-09,3.3446
2016-05-06,3.3363
2016-05-05,3.3166
2016-05-04,3.2893
2016-05-03,3.2718
2016-05-02,3.208
2016-04-29,3.1934
2016-04-28,3.1963
2016-04-27,3.1908
2016-04-26,3.1951
2016-04-25,3.2074
2016-04-22,3.1886
2016-04-21,3.1962
2016-04-20,3.2011
2016-04-19,3.2136
2016-04-18,3.2251
2016-04-15,3.2212
2016-04-14,3.2203
2016-04-13,3.2259
2016-04-12,3.2274
2016-04-11,3.224
2016-04-08,3.2415
2016-04-07,3.2421
2016-04-06,3.2343
2016-04-05,3.2165
2016-04-04,3.1952
2016-04-01,3.2285
2016-03-31,3.2118
2016-03-30,3.214
2016-03-29,3.2109
2016-03-24,3.211
2016-03-23,3.2111
2016-03-22,3.226
2016-03-21,3.2325
2016-03-18,3.2218
2016-03-17,3.2366
2016-03-16,3.2362
2016-03-15,3.2128
2016-03-14,3.2049
2016-03-11,3.1888
2016-03-10,3.1292
2016-03-09,3.1902
2016-03-08,3.218
2016-03-07,3.2014
2016-03-04,3.2027
2016-03-03,3.192
2016-03-02,3.1903
2016-03-01,3.2089
2016-02-29,3.2273
2016-02-26,3.2347
2016-02-25,3.2248
2016-02-24,3.2336
2016-02-23,3.2298
2016-02-22,3.2512
2016-02-19,3.2903
2016-02-18,3.2884
2016-02-17,3.2961
2016-02-16,3.3023
2016-02-15,3.2908
2016-02-12,3.303
2016-02-11,3.3217
2016-02-10,3.2945
2016-02-09,3.3154
2016-02-08,3.2721
2016-02-05,3.2498
2016-02-04,3.25
2016-02-03,3.2138
2016-02-02,3.2237
2016-02-01,3.2269
2016-01-29,3.2365
2016-01-28,3.2485
2016-01-27,3.256
2016-01-26,3.2699
2016-01-25,3.266
2016-01-22,3.2572
2016-01-21,3.3098
2016-01-20,3.3307
2016-01-19,3.303
2016-01-18,3.3102
2016-01-15,3.3208
2016-01-14,3.3025
2016-01-13,3.2626
2016-01-12,3.2842
2016-01-11,3.2872
2016-01-08,3.2491
2016-01-07,3.2791
2016-01-06,3.2315
2016-01-05,3.2009
2016-01-04,3.2193
2015-12-31,3.1765
2015-12-30,3.1837
2015-12-29,3.1878
2015-12-28,3.1923
2015-12-24,3.199
2015-12-23,3.2018
2015-12-22,3.228
2015-12-21,3.1643
2015-12-18,3.1581
2015-12-17,3.1674
2015-12-16,3.2416
2015-12-15,3.2573
2015-12-14,3.2837
2015-12-11,3.2416
2015-12-10,3.194
2015-12-09,3.1939
2015-12-08,3.1788
2015-12-07,3.1349
2015-12-04,3.1747
2015-12-03,3.0768
2015-12-02,3.0605
2015-12-01,3.0625
2015-11-30,3.0789
2015-11-27,3.0865
2015-11-26,3.087
2015-11-25,3.0472
2015-11-24,3.0675
2015-11-23,3.0267
2015-11-20,3.0165
2015-11-19,3.0433
2015-11-18,3.055
2015-11-17,3.0593
2015-11-16,3.0922
2015-11-13,3.096
2015-11-12,3.0938
2015-11-11,3.0929
2015-11-10,3.122
2015-11-09,3.145
2015-11-06,3.1294
2015-11-05,3.1215
2015-11-04,3.1052
2015-11-03,3.1222
2015-11-02,3.095
2015-10-30,3.2128
2015-10-29,3.21
2015-10-28,3.2047
2015-10-27,3.2185
2015-10-26,3.1774
2015-10-23,3.1868
2015-10-22,3.2683
2015-10-21,3.2989
2015-10-20,3.2882
2015-10-19,3.2849
2015-10-16,3.2972
2015-10-15,3.2975
2015-10-14,3.35
2015-10-13,3.36
2015-10-12,3.3177
2015-10-09,3.2973
2015-10-08,3.3012
2015-10-07,3.2997
2015-10-06,3.3576
2015-10-05,3.3649
2015-10-02,3.3774
2015-10-01,3.3796
2015-09-30,3.3903
2015-09-29,3.403
2015-09-28,3.4137
2015-09-25,3.3767
2015-09-24,3.437
2015-09-23,3.373
2015-09-22,3.3881
2015-09-21,3.3612
2015-09-18,3.4253
2015-09-17,3.4138
2015-09-16,3.3706
2015-09-15,3.4298
2015-09-14,3.4695
2015-09-11,3.4302
2015-09-10,3.4067
2015-09-09,3.3633
2015-09-08,3.3633
2015-09-07,3.3717
2015-09-04,3.3167
2015-09-03,3.335
2015-09-02,3.3126
2015-09-01,3.2845
2015-08-31,3.2731
2015-08-28,3.2921
2015-08-27,3.296
2015-08-26,3.337
2015-08-25,3.3606
2015-08-24,3.397
2015-08-21,3.3039
2015-08-20,3.3105
2015-08-19,3.2243
2015-08-18,3.1954
2015-08-17,3.1725
2015-08-14,3.1652
2015-08-13,3.0993
2015-08-12,3.0965
2015-08-11,3.0596
2015-08-10,3.0591
2015-08-07,3.0512
2015-08-06,3.0316
2015-08-05,3.0247
2015-08-04,3.043
2015-08-03,3.043
2015-07-31,3.0485
2015-07-30,3.0472
2015-07-29,3.0434
2015-07-28,3.0315
2015-07-27,3.0679
2015-07-24,3.0085
2015-07-23,2.9975
2015-07-22,2.966
2015-07-21,2.9222
2015-07-20,2.9189
2015-07-17,2.8862
2015-07-16,2.884
2015-07-15,2.9112
2015-07-14,2.9086
2015-07-13,2.9391
2015-07-10,2.9796
2015-07-09,2.9526
2015-07-08,2.9592
2015-07-07,2.9327
2015-07-06,2.9622
2015-07-03,2.9873
2015-07-02,2.9925
2015-07-01,2.9748
2015-06-30,2.9953
2015-06-29,2.9905
2015-06-26,2.9848
2015-06-25,2.9845
2015-06-24,2.9962
2015-06-23,3.001
2015-06-22,3.0408
2015-06-19,3.0645
2015-06-18,3.096
2015-06-17,3.086
2015-06-16,3.0707
2015-06-15,3.0738
2015-06-12,3.048
2015-06-11,3.0749
2015-06-10,3.0936
2015-06-09,3.0758
2015-06-08,3.0865
2015-06-05,2.9899
2015-06-04,3.0377
2015-06-03,2.9824
2015-06-02,2.9556
2015-06-01,2.9297
2015-05-29,2.9188
2015-05-28,2.897
2015-05-27,2.8848
2015-05-26,2.8751
2015-05-25,2.8665
2015-05-22,2.8945
2015-05-21,2.8611
2015-05-20,2.8845
2015-05-19,2.89
2015-05-18,2.9385
2015-05-15,2.9405
2015-05-14,2.9764
2015-05-13,2.9744
2015-05-12,3.0245
2015-05-11,3.0042
2015-05-08,3.0324
2015-05-07,3.0332
2015-05-06,3.0405
2015-05-05,3.0169
2015-05-04,3.0278
2015-04-30,2.9815
2015-04-29,2.9437
2015-04-28,2.9161
2015-04-27,2.9414
2015-04-24,2.9565
2015-04-23,2.9398
2015-04-22,2.9145
2015-04-21,2.8755
2015-04-20,2.8995
2015-04-17,2.9037
2015-04-16,2.8899
2015-04-15,2.8711
2015-04-14,2.8284
2015-04-13,2.7985
2015-04-10,2.7921
2015-04-09,2.7915
2015-04-08,2.814
2015-04-07,2.8079
2015-04-02,2.8145
2015-04-01,2.8064
2015-03-31,2.8131
2015-03-30,2.8265
2015-03-27,2.8302
2015-03-26,2.8425
2015-03-25,2.8089
2015-03-24,2.8043
2015-03-23,2.7924
2015-03-20,2.7882
2015-03-19,2.7776
2015-03-18,2.7793
2015-03-17,2.7784
2015-03-16,2.767
2015-03-13,2.789
2015-03-12,2.7517
2015-03-11,2.7721
2015-03-10,2.8375
2015-03-09,2.8334
2015-03-06,2.8275
2015-03-05,2.8663
2015-03-04,2.8317
2015-03-03,2.8296
2015-03-02,2.8211
2015-02-27,2.83
2015-02-26,2.8085
2015-02-25,2.8017
2015-02-24,2.8082
2015-02-23,2.8037
2015-02-20,2.7835
2015-02-19,2.789
2015-02-18,2.794
2015-02-17,2.7935
2015-02-16,2.7919
2015-02-13,2.8105
2015-02-12,2.821
2015-02-11,2.8252
2015-02-10,2.8155
2015-02-09,2.808
2015-02-06,2.7878
2015-02-05,2.7898
2015-02-04,2.7796
2015-02-03,2.7382
2015-02-02,2.7356
2015-01-30,2.7579
2015-01-29,2.7267
2015-01-28,2.6959
2015-01-27,2.6768
2015-01-26,2.6526
2015-01-23,2.634
2015-01-22,2.7128
2015-01-21,2.7141
2015-01-20,2.701
2015-01-19,2.7149
2015-01-16,2.6888
2015-01-15,2.672
2015-01-14,2.6957
2015-01-13,2.6875
2015-01-12,2.709
2015-01-09,2.7154
2015-01-08,2.7181
2015-01-07,2.7547
2015-01-06,2.7732
2015-01-05,2.7869
2015-01-02,2.8332
2014-12-31,2.832
2014-12-30,2.8587
2014-12-29,2.8313
2014-12-24,2.841
2014-12-23,2.8407
2014-12-22,2.8423
2014-12-19,2.8552
2014-12-18,2.8533
2014-12-17,2.933
2014-12-16,2.9797
2014-12-15,2.9025
2014-12-12,2.8523
2014-12-11,2.8153
2014-12-10,2.8
2014-12-09,2.794
2014-12-08,2.7946
2014-12-05,2.766
2014-12-04,2.7556
2014-12-03,2.7572
2014-12-02,2.7655
2014-12-01,2.7673
2014-11-28,2.7594
2014-11-27,2.7664
2014-11-26,2.7687
2014-11-25,2.7675
2014-11-24,2.7649
2014-11-21,2.7595
2014-11-20,2.7954
2014-11-19,2.8001
2014-11-18,2.7819
2014-11-17,2.7854
2014-11-14,2.7905
2014-11-13,2.8054
2014-11-12,2.818
2014-11-11,2.8137
2014-11-10,2.8092
2014-11-07,2.8189
2014-11-06,2.802
2014-11-05,2.7919
2014-11-04,2.7866
2014-11-03,2.7839
2014-10-31,2.7769
2014-10-30,2.7888
2014-10-29,2.8029
2014-10-28,2.8261
2014-10-27,2.837
2014-10-24,2.8332
2014-10-23,2.8336
2014-10-22,2.8489
2014-10-21,2.8584
